"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV1645","k__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Opitutales","f__Puniceicoccaceae","g__NA","s__NA"
"ASV1646","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Atopobium","s__NA"
"ASV1647","k__Bacteria","p__Firmicutes","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__NA"
"ASV1648","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__NA","s__NA"
"ASV1649","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Subdoligranulum","s__variabile"
"ASV1650","k__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Opitutales","f__Puniceicoccaceae","g__NA","s__NA"
"ASV1651","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV1652","k__Bacteria","p__Campilobacterota","c__Campylobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__ureolyticus"
"ASV1653","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_vadinBB60_group","f__NA","g__NA","s__NA"
"ASV1654","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__vulgatus"
"ASV1655","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-010","s__NA"
"ASV1656","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Pediococcus","s__NA"
"ASV1657","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV1658","k__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Opitutales","f__Puniceicoccaceae","g__NA","s__NA"
"ASV1659","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV1660","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV1661","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV1662","k__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Micrococcales","f__Micrococcaceae","g__Kocuria","s__rhizophila"
"ASV1663","k__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Erysipelatoclostridium","s__NA"
"ASV1664","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UCG-009","s__NA"
"ASV1665","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Anaerofustaceae","g__Anaerofustis","s__stercorihominis"
"ASV1666","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__NA","s__NA"
"ASV1667","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenella","s__NA"
"ASV1668","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UCG-009","s__NA"
"ASV1669","k__Bacteria","p__Campilobacterota","c__Campylobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__hominis"
"ASV1670","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV1671","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__NA"
"ASV1672","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__NA"
"ASV1673","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Finegoldia","g__NA","s__NA"
"ASV1674","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Paludicola","s__NA"
"ASV1676","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV1677","k__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Corynebacteriales","f__Corynebacteriaceae","g__Corynebacterium","s__NA"
"ASV1678","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__NA","f__NA","g__NA","s__NA"
"ASV1679","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV1680","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__NA","s__NA"
"ASV1681","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Finegoldia","g__NA","s__NA"
"ASV1682","k__Bacteria","p__NA","c__NA","o__NA","f__NA","g__NA","s__NA"
"ASV1683","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__[Eubacterium]_coprostanoligenes_group","g__NA","s__NA"
"ASV1684","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__NA","s__NA"
"ASV1685","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__NA","g__NA","s__NA"
"ASV1686","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__antarctica"
"ASV1687","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Phocea","s__NA"
"ASV1688","k__Bacteria","p__Firmicutes","c__Bacilli","o__Staphylococcales","f__Gemellaceae","g__Gemella","s__NA"
"ASV1689","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_vadinBB60_group","f__NA","g__NA","s__NA"
"ASV1690","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__NA","s__NA"
"ASV1691","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Mogibacterium","s__pumilum"
"ASV1692","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NA","s__NA"
"ASV1693","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriales_Incertae_Sedis","g__NA","s__NA"
"ASV1694","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Candidatus_Soleaferrea","s__NA"
"ASV1695","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-010","s__NA"
"ASV1696","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__onderdonkii"
"ASV1697","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Oxalobacter","s__NA"
"ASV1698","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__indistinctus"
"ASV1699","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV1700","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__timonensis"
"ASV1701","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__CAG-352","s__NA"
"ASV1702","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__splanchnicus"
"ASV1703","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Coriobacteriaceae_UCG-002","s__NA"
"ASV1704","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","s__NA"
"ASV1705","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV1706","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__salivae"
"ASV1707","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","s__NA"
"ASV1708","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV1709","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV1710","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_UCG-014","f__NA","g__NA","s__NA"
"ASV1711","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__bivia"
"ASV1712","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Porphyromonas","s__bennonis"
"ASV1713","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV1714","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_vadinBB60_group","f__NA","g__NA","s__NA"
"ASV1715","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__NA"
"ASV1716","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__NA","f__NA","g__NA","s__NA"
"ASV1717","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__NA"
"ASV1718","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerococcus","g__NA","s__NA"
"ASV1719","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerococcus","g__NA","s__NA"
"ASV1720","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__NA"
"ASV1721","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Parvimonas","g__NA","s__NA"
"ASV1722","k__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Micrococcales","f__Micrococcaceae","g__Rothia","s__dentocariosa"
"ASV1723","k__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Erysipelatoclostridium","s__NA"
"ASV1724","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__NA"
"ASV1725","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV1726","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UCG-008","s__NA"
"ASV1727","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__NA","s__NA"
"ASV1728","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Negativibacillus","s__NA"
"ASV1729","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerococcus","g__NA","s__NA"
"ASV1730","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Candidatus_Soleaferrea","s__NA"
"ASV1731","k__Bacteria","p__Firmicutes","c__Syntrophomonadia","o__Syntrophomonadales","f__Syntrophomonadaceae","g__Syntrophomonas","s__NA"
"ASV1732","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__NA","g__NA","s__NA"
"ASV1733","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV1734","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV1735","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Butyricimonas","s__NA"
"ASV1736","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__invisus"
"ASV1737","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_FCS020_group","s__NA"
"ASV1741","k__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__bouchesdurhonensis"
"ASV1742","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__NA"
"ASV1743","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia-Shigella","s__NA"
"ASV1744","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Fenollaria","g__NA","s__NA"
"ASV1745","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__wadsworthensis"
"ASV1746","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__NA"
"ASV1747","k__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Turicibacter","s__NA"
"ASV1748","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__NA","s__NA"
"ASV1749","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__NA"
"ASV1750","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Murdochiella","g__NA","s__NA"
"ASV1751","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV1752","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__NA"
"ASV1753","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV1754","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Colidextribacter","s__NA"
"ASV1755","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__[Eubacterium]_coprostanoligenes_group","g__NA","s__NA"
"ASV1756","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__NA","s__NA"
"ASV1757","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__GCA-900066575","s__NA"
"ASV1758","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Subdoligranulum","s__NA"
"ASV1759","k__Bacteria","p__NA","c__NA","o__NA","f__NA","g__NA","s__NA"
"ASV1760","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__NA"
"ASV1761","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__sanfranciscensis"
"ASV1762","k__Bacteria","p__Verrucomicrobiota","c__Lentisphaeria","o__Victivallales","f__Victivallaceae","g__Victivallis","s__NA"
"ASV1763","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__NA","g__NA","s__NA"
"ASV1764","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__buccalis"
"ASV1765","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__massiliensis"
"ASV1766","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Candidatus_Soleaferrea","s__NA"
"ASV1767","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriales_Incertae_Sedis","g__Raoultibacter","s__NA"
"ASV1768","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__[Eubacterium]_brachy_group","s__brachy"
"ASV1769","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Carnobacteriaceae","g__Granulicatella","s__NA"
"ASV1770","k__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Erysipelotrichaceae_UCG-003","s__bacterium"
"ASV1771","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ethanoligenenaceae","g__Acetanaerobacterium","s__NA"
"ASV1772","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__callidus"
"ASV1773","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Weissella","s__paramesenteroides"
"ASV1774","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Angelakisella","s__NA"
"ASV1775","k__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Merdibacter","s__NA"
"ASV1776","k__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Nomurabacteria","f__NA","g__NA","s__NA"
"ASV1777","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__obeum"
"ASV1778","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV1779","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Subdoligranulum","s__variabile"
"ASV1780","k__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__NA"
"ASV1781","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__bromii"
"ASV1782","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__colorans"
"ASV1783","k__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Zambryskibacteria","f__NA","g__NA","s__NA"
"ASV1784","k__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Micrococcales","f__Microbacteriaceae","g__NA","s__NA"
"ASV1785","k__Bacteria","p__Fusobacteriota","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium","s__nucleatum"
"ASV1786","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptoniphilus","g__NA","s__NA"
"ASV1787","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptoniphilus","g__NA","s__NA"
"ASV1788","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenella","s__minuta"
"ASV1789","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__NA","g__NA","s__NA"
"ASV1790","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptoniphilus","g__NA","s__NA"
"ASV1791","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NA","s__NA"
"ASV1792","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__callidus"
"ASV1793","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptoniphilus","g__NA","s__NA"
"ASV1794","k__Bacteria","p__Firmicutes","c__Bacilli","o__RF39","f__NA","g__NA","s__NA"
"ASV1795","k__Bacteria","p__Firmicutes","c__NA","o__NA","f__NA","g__NA","s__NA"
"ASV1796","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV1797","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__NA"
"ASV1798","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__corporis"
"ASV1799","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Murdochiella","g__NA","s__NA"
"ASV1800","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__eutactus"
"ASV1801","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__NA"
"ASV1802","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__NA"
"ASV1803","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__timonensis"
"ASV1804","k__Bacteria","p__Campilobacterota","c__Campylobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__hominis"
"ASV1805","k__Bacteria","p__Firmicutes","c__NA","o__NA","f__NA","g__NA","s__NA"
"ASV1806","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV1807","k__Bacteria","p__NA","c__NA","o__NA","f__NA","g__NA","s__NA"
"ASV1808","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Arcicella","s__NA"
"ASV1809","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__saccharophilum"
"ASV1810","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV1811","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Atopobium","s__NA"
